defendant_age,defendant_gender,num_victims,victim_genders,offence_category,offence_subcategory
21,female,0,nan,miscellaneous,concealingABirth
19,female,1,female,theft,theftFromPlace
not known,female,2,male;male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,3,male;male;male,theft,simpleLarceny
24,male,0,nan,deception,fraud
36,male,4,male;male;male;male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,simpleLarceny
31,male,0,nan,deception,forgery
not known,female,1,male,theft,grandLarceny
30,male,1,female,sexual,assaultWithIntent
22,male,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
40,female,1,female,theft,theftFromPlace
not known,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
17,male,1,male,theft,pocketpicking
not known,male,0,nan,theft,embezzlement
not known,male,1,male,theft,receiving
37,male,1,female,sexual,rape
not known,male,1,male,theft,simpleLarceny
37,male,1,indeterminate,theft,embezzlement
51,male,0,nan,deception,forgery
not known,female,1,male,theft,theftFromPlace
not known,male,1,indeterminate,theft,pocketpicking
24,male,0,nan,royalOffences,coiningOffences
42,male,2,male;male,theft,simpleLarceny
16,male,1,female,sexual,indecentAssault
19,male,1,indeterminate,theft,mail
not known,female,1,male,theft,stealingFromMaster
24,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,simpleLarceny
not known,male,1,male,theft,other
not known,male,3,male;male;male,theft,grandLarceny
15,male,1,male,theft,grandLarceny
39,male,1,male,deception,fraud
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
36,male,1,male,breakingPeace,wounding
12,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
not known,male,3,male;male;male,theft,burglary
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
45,male,3,male;male;male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,sexual,sodomy
28,male,1,male,theft,extortion
not known,male,0,nan,breakingPeace,libel
37,female,1,male,theft,simpleLarceny
46,male,1,male,deception,fraud
53,male,0,nan,deception,forgery
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
35,male,1,male,theft,burglary
not known,female,1,male,theft,grandLarceny
14,male,1,female,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,stealingFromMaster
not known,female,3,male;male;female,theft,other
18,male,1,male,damage,other
not known,male,2,male;male,theft,grandLarceny
not known,male,1,male,breakingPeace,libel
16,female,1,male,theft,simpleLarceny
24,male,1,male,theft,receiving
not known,male,1,indeterminate,theft,grandLarceny
not known,male,1,male,theft,pettyLarceny
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,shoplifting
not known,female,1,male,theft,shoplifting
14,male,1,male,theft,grandLarceny
not known,male,0,nan,deception,forgery
12,male,0,nan,damage,other
28,male,1,female,theft,grandLarceny
34,male,1,male,theft,embezzlement
not known,female,1,male,theft,grandLarceny
45,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,simpleLarceny
37,male,1,male,theft,embezzlement
22,male,1,male,theft,simpleLarceny
not known,male,1,male,deception,forgery
18,male,1,male,theft,stealingFromMaster
not known,male,1,indeterminate,theft,grandLarceny
not known,male,2,male;male,theft,receiving
27,male,2,male;female,theft,housebreaking
not known,male,2,male;male,theft,housebreaking
not known,male,1,male,theft,grandLarceny
13,male,0,nan,theft,embezzlement
not known,male,2,female;male,theft,grandLarceny
not known,female,1,female,theft,other
31,male,1,male,kill,murder
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,pettyLarceny
24,male,2,male;female,theft,simpleLarceny
27,male,1,male,theft,theftFromPlace
not known,male,1,female,breakingPeace,wounding
39,male,1,male,theft,animalTheft
not known,female,1,male,violentTheft,robbery
not known,male,2,male;female,violentTheft,highwayRobbery
not known,male,1,male,theft,pocketpicking
39,male,1,male,theft,theftFromPlace
25,male,1,male,theft,theftFromPlace
not known,male,1,male,deception,forgery
not known,male,1,female,theft,grandLarceny
21,female,0,nan,miscellaneous,concealingABirth
not known,male,1,male,theft,grandLarceny
not known,male,2,male;male,theft,grandLarceny
15,male,1,male,theft,simpleLarceny
not known,male,0,nan,royalOffences,coiningOffences
not known,male,1,female,kill,manslaughter
not known,male,2,male;female,theft,grandLarceny
not known,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,burglary
not known,female,1,female,theft,theftFromPlace
30,male,1,indeterminate,theft,stealingFromMaster
47,male,1,female,breakingPeace,wounding
not known,male,0,nan,miscellaneous,returnFromTransportation
21,male,1,female,sexual,assaultWithIntent
not known,male,0,nan,deception,bankrupcy
24,male,1,male,theft,burglary
15,male,1,male,theft,simpleLarceny
47,male,1,male,theft,burglary
not known,male,1,male,theft,other
not known,female,1,male,theft,stealingFromMaster
23,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,theftFromPlace
not known,female,1,male,theft,pocketpicking
not known,male,1,male,breakingPeace,wounding
not known,female,1,male,theft,other
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,receiving
34,male,1,female,sexual,rape
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,royalOffences,coiningOffences
not known,male,0,nan,miscellaneous,other
not known,male,1,male,theft,grandLarceny
27,male,2,male;male,theft,grandLarceny
not known,male,1,male,violentTheft,robbery
not known,male,2,male;male,theft,burglary
18,male,1,female,sexual,rape
not known,male,1,female,theft,grandLarceny
43,male,0,nan,sexual,bigamy
not known,male,1,male,theft,grandLarceny
not known,male,0,nan,royalOffences,coiningOffences
18,male,1,male,theft,pocketpicking
40,male,0,nan,deception,forgery
not known,male,1,male,theft,grandLarceny
22,male,1,male,damage,other
not known,male,1,male,theft,shoplifting
not known,male,0,nan,deception,fraud
not known,male,1,male,theft,grandLarceny
39,male,1,female,breakingPeace,wounding
not known,female,1,male,theft,grandLarceny
34,male,1,male,theft,grandLarceny
not known,male,0,nan,sexual,sodomy
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,female,2,male;female,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
not known,male,1,female,breakingPeace,assault
20,male,1,indeterminate,theft,simpleLarceny
not known,male,1,female,violentTheft,robbery
not known,female,0,nan,deception,fraud
27,male,1,male,breakingPeace,wounding
not known,male,0,nan,royalOffences,coiningOffences
28,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
26,male,1,male,theft,pettyLarceny
not known,male,1,male,theft,shoplifting
38,male,1,male,breakingPeace,wounding
33,male,2,male;male,deception,fraud
not known,male,1,male,violentTheft,highwayRobbery
not known,female,1,female,theft,pocketpicking
21,male,1,male,theft,theftFromPlace
49,male,0,nan,royalOffences,coiningOffences
19,female,0,nan,royalOffences,coiningOffences
not known,female,1,female,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
13,male,1,male,theft,pocketpicking
not known,female,1,male,breakingPeace,wounding
not known,female,1,male,theft,grandLarceny
not known,male,1,male,miscellaneous,other
not known,male,1,male,violentTheft,highwayRobbery
52,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
56,female,0,nan,royalOffences,coiningOffences
not known,male,1,male,violentTheft,highwayRobbery
58,female,0,nan,royalOffences,coiningOffences
27,male,2,male;male,deception,fraud
not known,male,1,male,theft,grandLarceny
not known,indeterminate,1,male,deception,fraud
not known,male,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
24,male,0,nan,deception,forgery
17,male,1,male,theft,pocketpicking
21,female,0,nan,miscellaneous,concealingABirth
not known,male,1,male,theft,grandLarceny
not known,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
26,female,1,male,theft,simpleLarceny
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
38,male,2,male;male,theft,grandLarceny
not known,male,0,nan,miscellaneous,other
27,male,1,female,sexual,rape
not known,male,1,male,theft,animalTheft
50,male,0,nan,royalOffences,coiningOffences
32,male,1,male,deception,fraud
not known,male,1,male,theft,simpleLarceny
17,female,1,male,theft,grandLarceny
19,male,1,male,theft,pocketpicking
not known,male,2,male;male,theft,extortion
20,male,1,male,theft,grandLarceny
60,female,1,female,breakingPeace,wounding
21,male,1,male,theft,pocketpicking
32,female,1,male,theft,theftFromPlace
16,male,1,male,theft,burglary
37,male,1,female,kill,manslaughter
not known,female,0,nan,deception,forgery
not known,male,2,male;female,theft,pocketpicking
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,simpleLarceny
not known,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
20,male,1,female,miscellaneous,kidnapping
21,male,1,male,damage,other
49,male,1,male,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
not known,male,1,female,kill,manslaughter
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,grandLarceny
19,male,1,female,theft,embezzlement
14,male,0,nan,deception,forgery
not known,female,1,male,theft,grandLarceny
19,male,1,male,theft,simpleLarceny
not known,female,1,female,theft,theftFromPlace
58,female,1,male,theft,stealingFromMaster
not known,male,1,female,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
24,male,1,male,miscellaneous,pervertingJustice
30,male,2,male;male,theft,simpleLarceny
26,male,0,nan,theft,theftFromPlace
not known,male,1,female,theft,grandLarceny
26,male,1,male,theft,simpleLarceny
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,simpleLarceny
41,male,1,female,kill,manslaughter
20,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
32,male,0,nan,sexual,sodomy
not known,male,2,female;male,violentTheft,highwayRobbery
not known,female,0,nan,theft,grandLarceny
28,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,deception,fraud
36,male,0,nan,deception,forgery
32,male,1,male,theft,burglary
24,male,1,male,theft,pocketpicking
not known,male,2,male;male,theft,grandLarceny
not known,male,3,male;male;male,theft,grandLarceny
13,male,1,male,theft,grandLarceny
20,male,0,nan,deception,forgery
not known,female,1,male,theft,grandLarceny
44,female,1,male,theft,pettyLarceny
25,male,3,male;male;male,theft,theftFromPlace
not known,male,1,male,kill,murder
not known,male,1,male,theft,grandLarceny
32,male,1,male,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,animalTheft
not known,male,1,male,theft,housebreaking
74,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
26,male,1,male,theft,simpleLarceny
42,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
not known,male,1,male,theft,burglary
39,male,1,female,theft,extortion
38,male,1,male,theft,theftFromPlace
27,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
37,female,1,female,theft,stealingFromMaster
18,male,2,male;male,theft,burglary
not known,male,1,male,theft,simpleLarceny
not known,male,1,female,sexual,rape
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,burglary
not known,female,1,male,theft,grandLarceny
not known,male,5,male;male;male;male;male,theft,theftFromPlace
14,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,pocketpicking
not known,female,1,female,theft,other
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,other
not known,male,0,nan,deception,fraud
38,male,2,male;male,theft,grandLarceny
not known,male,1,male,theft,animalTheft
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,theft,embezzlement
not known,male,1,male,theft,grandLarceny
30,male,1,male,theft,grandLarceny
14,male,0,nan,deception,perjury
not known,female,1,male,theft,grandLarceny
18,male,0,nan,sexual,sodomy
not known,female,1,male,theft,grandLarceny
not known,male,0,nan,miscellaneous,other
not known,male,1,female,theft,grandLarceny
not known,male,1,female,theft,grandLarceny
34,male,1,male,sexual,sodomy
not known,male,1,male,theft,other
not known,female,1,female,theft,simpleLarceny
not known,female,1,indeterminate,theft,grandLarceny
not known,male,0,nan,violentTheft,highwayRobbery
not known,male,1,male,theft,grandLarceny
18,male,1,male,theft,embezzlement
not known,male,0,nan,theft,embezzlement
18,male,1,male,theft,theftFromPlace
13,male,1,male,theft,grandLarceny
not known,female,1,female,theft,simpleLarceny
35,male,1,male,deception,fraud
34,male,1,indeterminate,theft,simpleLarceny
not known,male,2,male;male,theft,embezzlement
not known,male,1,male,violentTheft,highwayRobbery
24,male,1,female,breakingPeace,wounding
53,male,1,male,damage,other
44,male,3,male;female;female,theft,housebreaking
not known,male,1,male,theft,burglary
not known,male,1,male,theft,pocketpicking
18,male,1,male,theft,simpleLarceny
not known,male,2,male;male,theft,grandLarceny
not known,male,0,nan,deception,perjury
28,male,1,male,theft,simpleLarceny
not known,male,1,female,theft,grandLarceny
35,male,0,nan,deception,forgery
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,female,theft,grandLarceny
67,male,1,male,theft,pocketpicking
33,male,1,female,theft,burglary
not known,male,1,female,sexual,rape
36,male,1,male,theft,stealingFromMaster
not known,male,0,nan,deception,other
25,female,1,male,miscellaneous,kidnapping
28,female,0,nan,kill,infanticide
not known,male,1,male,theft,embezzlement
24,male,1,male,theft,grandLarceny
37,male,1,male,theft,simpleLarceny
not known,male,1,female,kill,murder
not known,male,1,male,theft,simpleLarceny
39,male,0,nan,miscellaneous,other
24,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,pocketpicking
33,male,0,nan,royalOffences,coiningOffences
17,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,burglary
not known,male,0,nan,deception,perjury
22,male,1,female,kill,manslaughter
not known,female,1,male,theft,grandLarceny
not known,male,1,male,deception,fraud
37,male,1,female,kill,manslaughter
not known,male,1,male,theft,receiving
not known,male,1,male,theft,theftFromPlace
26,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
34,male,1,male,theft,embezzlement
not known,female,1,male,theft,other
25,male,1,male,theft,receiving
28,male,0,nan,royalOffences,coiningOffences
